reg_seq,latitude,longitude,altitude,velocity,direction,position_fix,satelites,equ_no,dev_id,evnt_dt,cre_dt,cntr_dup,wk_id,y_blk,y_bay,y_row,y_tier,long_cut,latt_cut
36990,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:24Z,2021-11-01T05:25:46Z,"","","",,,,345,434
37220,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:25Z,2021-11-01T05:25:47Z,"","","",,,,345,434
37450,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:26Z,2021-11-01T05:25:48Z,"","","",,,,345,434
37802,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:27Z,2021-11-01T05:25:50Z,"","","",,,,345,434
37954,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:28Z,2021-11-01T05:25:51Z,"","","",,,,345,434
38179,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:29Z,2021-11-01T05:25:53Z,"","","",,,,345,434
38394,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:30Z,2021-11-01T05:25:54Z,"","","",,,,345,434
38617,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:31Z,2021-11-01T05:25:55Z,"","","",,,,345,434
38891,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:32Z,2021-11-01T05:25:57Z,"","","",,,,345,434
39133,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:33Z,2021-11-01T05:25:59Z,"","","",,,,345,434
39366,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:34Z,2021-11-01T05:26:00Z,"","","",,,,345,434
39628,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:35Z,2021-11-01T05:26:02Z,"","","",,,,345,434
39819,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:36Z,2021-11-01T05:26:03Z,"","","",,,,345,434
40090,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:37Z,2021-11-01T05:26:04Z,"","","",,,,345,434
40366,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:38Z,2021-11-01T05:26:06Z,"","","",,,,345,434
40611,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:39Z,2021-11-01T05:26:07Z,"","","",,,,345,434
